ID,Product Name,Link,Product Image,Price,Details,Categories,Gender
44,CAPE BLAZER,https://www.zara.com/in/en/cape-blazer-p02876187.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/2876/187/712/22/w/448/2876187712_1_1_1.jpg?ts=1687531940333': 'Image 0 of CAPE BLAZER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2876/187/712/22/w/448/2876187712_2_1_1.jpg?ts=1687532476431': 'Image 1 of CAPE BLAZER from Zara'}]","₹5,990.00","Open blazer with no lapels, long cape-style sleeves and matching lining.",Blazer,Women
45,STRAIGHT FIT JEANS,https://www.zara.com/in/en/straight-fit-jeans-p05585312.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5585/312/400/2/w/448/5585312400_1_1_1.jpg?ts=1692951282794': 'Image 0 of STRAIGHT FIT JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5585/312/400/2/w/448/5585312400_2_1_1.jpg?ts=1692951290257': 'Image 1 of STRAIGHT FIT JEANS from Zara'}]","₹4,990.00",Straight-leg jeans with a five-pocket design. Faded with ripped details and a stain print on the legs. Front zip fly and top button fastening.,Jeans,Men
46,GEOMETRIC JACQUARD JEANS,https://www.zara.com/in/en/geometric-jacquard-jeans-p01538322.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1538/322/802/2/w/448/1538322802_1_1_1.jpg?ts=1692960481484': 'Image 0 of GEOMETRIC JACQUARD JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1538/322/802/2/w/448/1538322802_2_1_1.jpg?ts=1692960481784': 'Image 1 of GEOMETRIC JACQUARD JEANS from Zara'}]","₹4,990.00",Straight fit jeans. Five pockets. Faded effect. Front zip fly and button fastening.,Jeans,Men
47,STRAIGHT FIT RIPPED JEANS,https://www.zara.com/in/en/straight-fit-ripped-jeans-p08062306.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/8062/306/427/2/w/448/8062306427_1_1_1.jpg?ts=1692780182445': 'Image 0 of STRAIGHT FIT RIPPED JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8062/306/427/2/w/448/8062306427_2_1_1.jpg?ts=1692780184103': 'Image 1 of STRAIGHT FIT RIPPED JEANS from Zara'}]","₹3,290.00",Straight fit jeans. Five pockets. Faded with rips on the legs. Front zip fly and button fastening.,Jeans,Men
48,CROPPED SLIM JEANS,https://www.zara.com/in/en/cropped-slim-jeans-p08062305.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/8062/305/407/2/w/448/8062305407_1_1_1.jpg?ts=1692201952270': 'Image 0 of CROPPED SLIM JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8062/305/407/2/w/448/8062305407_2_1_1.jpg?ts=1692201952279': 'Image 1 of CROPPED SLIM JEANS from Zara'}]","₹4,990.00",Cropped slim fit jeans. Five-pocket design. Faded and ripped detail on the legs. Zip fly and top button fastening.,Jeans,Men
49,RELAXED-FIT RIPPED JEANS,https://www.zara.com/in/en/relaxed-fit-ripped-jeans-p08062333.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/8062/333/427/2/w/448/8062333427_1_1_1.jpg?ts=1692355484258': 'Image 0 of RELAXED-FIT RIPPED JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8062/333/427/2/w/448/8062333427_2_1_1.jpg?ts=1692355484271': 'Image 1 of RELAXED-FIT RIPPED JEANS from Zara'}]","₹4,990.00",Relaxed-fit jeans with a five-pocket design. Faded and ripped effect on the legs. Irregular double-effect hems. Front button fly fastening.,Jeans,Men
50,SLIM FIT JEANS,https://www.zara.com/in/en/slim-fit-jeans-p00774330.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0774/330/406/2/w/448/0774330406_1_1_1.jpg?ts=1689605484740': 'Image 0 of SLIM FIT JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0774/330/406/2/w/448/0774330406_2_1_1.jpg?ts=1689605484659': 'Image 1 of SLIM FIT JEANS from Zara'}]","₹2,490.00",Slim fit jeans. Five pockets. Faded effect. Front zip fly and button fastening.,Jeans,Men
51,RELAXED FIT PLEATED JEANS,https://www.zara.com/in/en/relaxed-fit-pleated-jeans-p01538310.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1538/310/802/2/w/448/1538310802_1_1_1.jpg?ts=1690535018602': 'Image 0 of RELAXED FIT PLEATED JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1538/310/802/2/w/448/1538310802_2_1_1.jpg?ts=1690535017880': 'Image 1 of RELAXED FIT PLEATED JEANS from Zara'}]","₹3,990.00",Relaxed fit jeans. Waist with front pleats. Front pockets and rear patch pockets. Faded effect. Front zip fly and button fastening.,Jeans,Men
52,CROPPED SLIM JEANS,https://www.zara.com/in/en/cropped-slim-jeans-p08062475.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8062/475/406/2/w/448/8062475406_1_1_1.jpg?ts=1689683399181': 'Image 0 of CROPPED SLIM JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8062/475/406/2/w/448/8062475406_2_1_1.jpg?ts=1689683395819': 'Image 1 of CROPPED SLIM JEANS from Zara'}]","₹2,490.00",Cropped slim fit jeans with a five-pocket design. Faded effect. Zip fly and button fastening.,Jeans,Men
53,TAPERED FIT JEANS,https://www.zara.com/in/en/tapered-fit-jeans-p00840325.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5585/325/445/2/w/448/5585325445_1_1_1.jpg?ts=1690540059037': 'Image 0 of TAPERED FIT JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5585/325/445/2/w/448/5585325445_2_1_1.jpg?ts=1690540059166': 'Image 1 of TAPERED FIT JEANS from Zara'}]","₹3,290.00",Tapered fit jeans. Five pockets. Faded effect. Cropped length. Front zip fly and button fastening.,Jeans,Men
54,METALLIC-EFFECT JEANS,https://www.zara.com/in/en/metallic-effect-jeans-p05520307.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5520/307/400/2/w/448/5520307400_6_1_1.jpg?ts=1692171470620': 'Image 0 of METALLIC-EFFECT JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5520/307/400/2/w/448/5520307400_6_2_1.jpg?ts=1692171470258': 'Image 1 of METALLIC-EFFECT JEANS from Zara'}]","₹5,990.00",Straight fit jeans made of faded denim with an irregular metallic finish. Five pockets. Front zip fly and top button fastening.,Jeans,Men
55,WIDE FIT JEANS,https://www.zara.com/in/en/wide-fit-jeans-p09794300.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/9794/300/716/2/w/0/9794300716_1_1_1.jpg?ts=1692188212552': 'Image 0 of WIDE FIT JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/9794/300/716/2/w/0/9794300716_2_1_1.jpg?ts=1692188212176': 'Image 1 of WIDE FIT JEANS from Zara'}]","₹4,990.00",Faded wide fit jeans. Five pockets. Front zip fly and button fastening.,Jeans,Men
56,STRAIGHT FIT SPRAY JEANS,https://www.zara.com/in/en/straight-fit-spray-jeans-p05585311.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/9794/302/716/33/w/0/9794302716_1_1_1.jpg?ts=1692688915062': 'Image 0 of STRAIGHT FIT SPRAY JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5585/311/400/2/w/448/5585311400_6_1_1.jpg?ts=1692696040462': 'Image 1 of STRAIGHT FIT SPRAY JEANS from Zara'}]","₹4,990.00",Straight-fit jeans with a five-pocket design. Faded effect with trims in a contrast colour. Front zip fly and top button fastening.,Jeans,Men
57,SWEATSHIRT WITH ZIP COLLAR,https://www.zara.com/in/en/sweatshirt-with-zip-collar-p06462330.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6462/330/251/2/w/448/6462330251_1_1_1.jpg?ts=1689932178850': 'Image 0 of SWEATSHIRT WITH ZIP COLLAR from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6462/330/251/2/w/448/6462330251_2_1_1.jpg?ts=1689932178782': 'Image 1 of SWEATSHIRT WITH ZIP COLLAR from Zara'}]","₹2,990.00","Sweatshirt featuring a high neck with front zip fastening, long sleeves and ribbed trims.",Sweatshirt,Men
58,REFLECTIVE EFFECT JACKET,https://www.zara.com/in/en/reflective-effect-jacket-p01732314.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1732/314/446/3/w/448/1732314446_1_1_1.jpg?ts=1693233018145': 'Image 0 of REFLECTIVE EFFECT JACKET from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1732/314/446/3/w/448/1732314446_2_1_1.jpg?ts=1693233018361': 'Image 1 of REFLECTIVE EFFECT JACKET from Zara'}]","₹7,590.00",Jacket made of a very lightweight and reflective technical fabric.- High neck with stow-away hood on the inside.- Long sleeves with elastic cuffs.- Thermo-sealed inner seams.- Pocket with autolock zip fastening on the chest and hip pockets.- Adjustable hem with elastic at the sides.- Logo print on the front.Zara Athleticz.View more,Sweatshirt,Men
59,COTTON HOODIE,https://www.zara.com/in/en/cotton-hoodie-p00761331.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0761/331/712/3/w/448/0761331712_1_1_1.jpg?ts=1693233015377': 'Image 0 of COTTON HOODIE from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0761/331/712/3/w/448/0761331712_2_1_1.jpg?ts=1693233017265': 'Image 1 of COTTON HOODIE from Zara'}]","₹3,990.00",Hoodie made of compact cotton fabric. Adjustable hood and long sleeves. Front pouch pocket. Ribbed trims.Zara Athleticz.,Sweatshirt,Men
60,PREMIUM SWEATSHIRT,https://www.zara.com/in/en/premium-sweatshirt-p00761438.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0761/438/401/2/w/448/0761438401_1_1_1.jpg?ts=1692951284259': 'Image 0 of PREMIUM SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0761/438/401/2/w/448/0761438401_2_1_1.jpg?ts=1692951288530': 'Image 1 of PREMIUM SWEATSHIRT from Zara'}]","₹2,590.00",Loose-fitting sweatshirt with a wide ribbed neck and short sleeves.,Sweatshirt,Men
61,SWEATSHIRT WITH CONTRAST TRIMS,https://www.zara.com/in/en/sweatshirt-with-contrast-trims-p00761309.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0761/309/251/2/w/448/0761309251_1_1_1.jpg?ts=1685432803292': 'Image 0 of SWEATSHIRT WITH CONTRAST TRIMS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0761/309/251/2/w/448/0761309251_2_1_1.jpg?ts=1685432803022': 'Image 1 of SWEATSHIRT WITH CONTRAST TRIMS from Zara'}]","₹3,290.00",Loose-fitting sweatshirt with a round neck and short sleeves. Contrast piping details on the front and back. Ribbed trims.,Sweatshirt,Men
62,RIBBED SWEATSHIRT,https://www.zara.com/in/en/ribbed-sweatshirt-p05039501.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5039/501/251/2/w/448/5039501251_1_1_1.jpg?ts=1692956951377': 'Image 0 of RIBBED SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5039/501/251/2/w/448/5039501251_2_1_1.jpg?ts=1692956953102': 'Image 1 of RIBBED SWEATSHIRT from Zara'}]","₹2,990.00",Short sleeve sweatshirt with a round neck.,Sweatshirt,Men
63,POLO SWEATSHIRT,https://www.zara.com/in/en/polo-sweatshirt-p00526330.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0526/330/066/2/w/448/0526330066_1_1_1.jpg?ts=1692022320087': 'Image 0 of POLO SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0526/330/066/2/w/448/0526330066_2_1_1.jpg?ts=1692022319806': 'Image 1 of POLO SWEATSHIRT from Zara'}]","₹3,290.00",Collared polo shirt with a buttoned front hidden by a placket. Long sleeves. Ribbed trims.,Sweatshirt,Men
64,POLO SWEATSHIRT,https://www.zara.com/in/en/polo-sweatshirt-p00526302.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0526/302/708/2/w/448/0526302708_2_1_1.jpg?ts=1692776632508': 'Image 0 of POLO SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0526/302/708/2/w/448/0526302708_1_1_1.jpg?ts=1692776632231': 'Image 1 of POLO SWEATSHIRT from Zara'}]","₹3,290.00","Collared polo made of compact cotton fabric. Front button fastening, long sleeves and ribbed trims.",Sweatshirt,Men
65,CONTRAST PRINT SWEATSHIRT,https://www.zara.com/in/en/contrast-print-sweatshirt-p01165316.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1165/316/403/2/w/448/1165316403_1_1_1.jpg?ts=1692780184065': 'Image 0 of CONTRAST PRINT SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1165/316/403/2/w/448/1165316403_2_1_1.jpg?ts=1692780185356': 'Image 1 of CONTRAST PRINT SWEATSHIRT from Zara'}]","₹3,290.00",Sweatshirt with a round neck and long sleeves. Contrast prints on the front and back. Ribbed trims.,Sweatshirt,Men
66,PRINTED SWEATSHIRT WITH SLOGAN,https://www.zara.com/in/en/printed-sweatshirt-with-slogan-p00679307.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0679/307/403/2/w/448/0679307403_1_1_1.jpg?ts=1692188211890': 'Image 0 of PRINTED SWEATSHIRT WITH SLOGAN from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0679/307/403/2/w/448/0679307403_2_1_1.jpg?ts=1692188212279': 'Image 1 of PRINTED SWEATSHIRT WITH SLOGAN from Zara'}]","₹3,290.00",Oversize sweatshirt with a round neck and long sleeves. Contrast slogan print on the front and back. Ribbed trims.,Sweatshirt,Men
67,THE NOTORIOUS B.I.G. © BROOKLYN MINT SWEATSHIRT,https://www.zara.com/in/en/the-notorious-b-i-g----brooklyn-mint-sweatshirt-p02160301.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2160/301/802/2/w/448/2160301802_1_1_1.jpg?ts=1692198176210': 'Image 0 of THE NOTORIOUS B.I.G. © BROOKLYN MINT SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2160/301/802/2/w/448/2160301802_2_1_1.jpg?ts=1692198175786': 'Image 1 of THE NOTORIOUS B.I.G. © BROOKLYN MINT SWEATSHIRT from Zara'}]","₹3,990.00","Long sleeve sweatshirt with a round neckline. Notorious B.I.G. © Brooklyn Mint, LLC contrast slogan print on the front. Faded effect. Ribbed trims.",Sweatshirt,Men
68,CONTRAST PRINTED SWEATSHIRT,https://www.zara.com/in/en/contrast-printed-sweatshirt-p06224301.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6224/301/712/2/w/0/6224301712_1_1_1.jpg?ts=1686133892073': 'Image 0 of CONTRAST PRINTED SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6224/301/712/2/w/0/6224301712_2_1_1.jpg?ts=1686133891362': 'Image 1 of CONTRAST PRINTED SWEATSHIRT from Zara'}]","₹3,290.00",Sweatshirt with a round neckline and long sleeves. Contrast print and embroidery on the front and back. Ribbed trims.,Sweatshirt,Men
69,CONTRAST PRINT SWEATSHIRT,https://www.zara.com/in/en/contrast-print-sweatshirt-p01165324.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1165/324/529/2/w/448/1165324529_1_1_1.jpg?ts=1692780184319': 'Image 0 of CONTRAST PRINT SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1165/324/529/2/w/448/1165324529_2_1_1.jpg?ts=1692780184366': 'Image 1 of CONTRAST PRINT SWEATSHIRT from Zara'}]","₹3,290.00",Sweatshirt with a round neckline and long sleeves. Contrast prints on the front and back. Ribbed trims.,Sweatshirt,Men
70,CONTRAST PRINT SWEATSHIRT,https://www.zara.com/in/en/contrast-print-sweatshirt-p05643302.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5643/302/250/2/w/448/5643302250_1_1_1.jpg?ts=1690963409656': 'Image 0 of CONTRAST PRINT SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5643/302/250/2/w/448/5643302250_2_1_1.jpg?ts=1690963410355': 'Image 1 of CONTRAST PRINT SWEATSHIRT from Zara'}]","₹2,990.00",Boxy fit sweatshirt with a round neck and short sleeves. Contrast prints on the front.,Sweatshirt,Men
71,PAPER PATCH SWEATSHIRT,https://www.zara.com/in/en/paper-patch-sweatshirt-p06224399.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6224/399/251/2/w/448/6224399251_1_1_1.jpg?ts=1692361198588': 'Image 0 of PAPER PATCH SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6224/399/251/2/w/448/6224399251_2_1_1.jpg?ts=1692361198701': 'Image 1 of PAPER PATCH SWEATSHIRT from Zara'}]","₹3,290.00",Loose-fitting sweatshirt with a round neck and short sleeves. Patch on the front made of kraft paper with a printed slogan. Irregular finish with contrast topstitching detail.,Sweatshirt,Men
72,SWEATSHIRT WITH PRINTED SLOGANS,https://www.zara.com/in/en/sweatshirt-with-printed-slogans-p00722355.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0722/355/802/2/w/448/0722355802_1_1_1.jpg?ts=1692951281874': 'Image 0 of SWEATSHIRT WITH PRINTED SLOGANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0722/355/802/2/w/448/0722355802_2_1_1.jpg?ts=1692951290853': 'Image 1 of SWEATSHIRT WITH PRINTED SLOGANS from Zara'}]","₹2,990.00",Loose-fitting sweatshirt with a round neck and short sleeves. Featuring a contrast slogan print all over the garment.,Sweatshirt,Men
73,SWEATSHIRT WITH EMBROIDERY AND SLOGANS,https://www.zara.com/in/en/sweatshirt-with-embroidery-and-slogans-p06224297.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6224/297/251/2/w/448/6224297251_1_1_1.jpg?ts=1692960481437': 'Image 0 of SWEATSHIRT WITH EMBROIDERY AND SLOGANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6224/297/251/2/w/448/6224297251_2_1_1.jpg?ts=1692960481868': 'Image 1 of SWEATSHIRT WITH EMBROIDERY AND SLOGANS from Zara'}]","₹2,990.00",Round neck sweatshirt with short sleeves. Contrast embroidery and prints on the front and back. Ribbed trims.,Sweatshirt,Men
74,PRINTED SWEATSHIRT WITH SLOGAN,https://www.zara.com/in/en/printed-sweatshirt-with-slogan-p05644301.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5644/301/403/2/w/448/5644301403_1_1_1.jpg?ts=1688546809649': 'Image 0 of PRINTED SWEATSHIRT WITH SLOGAN from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5644/301/403/2/w/448/5644301403_2_1_1.jpg?ts=1688546809535': 'Image 1 of PRINTED SWEATSHIRT WITH SLOGAN from Zara'}]","₹2,990.00",,Sweatshirt,Men
75,WIDE-FIT KNIT JOGGERS,https://www.zara.com/in/en/wide-fit-knit-joggers-p05755301.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5755/301/800/2/w/448/5755301800_1_1_1.jpg?ts=1692951284336': 'Image 0 of WIDE-FIT KNIT JOGGERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5755/301/800/2/w/448/5755301800_2_1_1.jpg?ts=1692951287061': 'Image 1 of WIDE-FIT KNIT JOGGERS from Zara'}]","₹3,290.00",Knit trousers with an adjustable elasticated waistband. Side pockets and rear pocket detail.,Trousers,Men
76,RIBBED JOGGERS,https://www.zara.com/in/en/ribbed-joggers-p05039503.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5039/503/800/2/w/0/5039503800_1_1_1.jpg?ts=1692956953130': 'Image 0 of RIBBED JOGGERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5039/503/800/2/w/448/5039503800_2_1_1.jpg?ts=1692956952856': 'Image 1 of RIBBED JOGGERS from Zara'}]","₹3,290.00",Trousers featuring an adjustable elasticated waistband with drawstring. Front pockets and rear pocket detail.,Trousers,Men
77,SLIM FIT CARGO TROUSERS,https://www.zara.com/in/en/slim-fit-cargo-trousers-p09252300.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/9252/300/800/2/w/448/9252300800_1_1_1.jpg?ts=1691144900170': 'Image 0 of SLIM FIT CARGO TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/9252/300/800/2/w/448/9252300800_2_1_1.jpg?ts=1691144901614': 'Image 1 of SLIM FIT CARGO TROUSERS from Zara'}]","₹3,990.00",Slim fit trousers. Front pockets and rear pocket details. Patch pockets with flaps on the legs. Front zip fly and button fastening.,Trousers,Men
78,STRAIGHT FIT CARGO TROUSERS,https://www.zara.com/in/en/straight-fit-cargo-trousers-p06917306.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6917/306/818/2/w/448/6917306818_2_1_1.jpg?ts=1691079127613': 'Image 0 of STRAIGHT FIT CARGO TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6917/306/818/2/w/0/6917306818_1_1_1.jpg?ts=1691079126929': 'Image 1 of STRAIGHT FIT CARGO TROUSERS from Zara'}]","₹3,990.00",Straight fit trousers. Front pockets and back flap pockets. Patch pockets with flaps on the legs. Adjustable hems with tab. Front zip fly and button fastening.,Trousers,Men
79,PLEATED TROUSERS,https://www.zara.com/in/en/pleated-trousers-p06332616.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6332/616/807/2/w/448/6332616807_1_1_1.jpg?ts=1692959379367': 'Image 0 of PLEATED TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6332/616/807/2/w/448/6332616807_2_1_1.jpg?ts=1692959379397': 'Image 1 of PLEATED TROUSERS from Zara'}]","₹4,990.00",Relaxed fit trousers. Waistband with front pleated details. Front pockets and rear welt pockets. Front zip fly and button fastening.,Trousers,Men
80,PLEATED TROUSERS WITH BELT,https://www.zara.com/in/en/pleated-trousers-with-belt-p00706605.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0706/605/800/2/w/448/0706605800_1_1_1.jpg?ts=1689763216484': 'Image 0 of PLEATED TROUSERS WITH BELT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0706/605/800/2/w/448/0706605800_2_1_1.jpg?ts=1689763217443': 'Image 1 of PLEATED TROUSERS WITH BELT from Zara'}]","₹4,990.00",Relaxed fit trousers featuring a waist with front pleats and a belt in the same fabric. Front pockets and rear welt pockets. Front zip and button fastening.,Trousers,Men
81,COMFORT FIT JOGGER WAIST TROUSERS,https://www.zara.com/in/en/comfort-fit-jogger-waist-trousers-p02553310.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2553/310/916/2/w/448/2553310916_1_1_1.jpg?ts=1692776030192': 'Image 0 of COMFORT FIT JOGGER WAIST TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2553/310/916/2/w/448/2553310916_2_1_1.jpg?ts=1692776029772': 'Image 1 of COMFORT FIT JOGGER WAIST TROUSERS from Zara'}]","₹3,290.00",Trousers made of stretchy fabric. Adjustable inner elasticated waistband. Front and back pockets.,Trousers,Men
82,RELAXED-FIT TROUSERS WITH PLEATS,https://www.zara.com/in/en/relaxed-fit-trousers-with-pleats-p06861313.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6861/313/800/2/w/448/6861313800_1_1_1.jpg?ts=1692776632816': 'Image 0 of RELAXED-FIT TROUSERS WITH PLEATS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6861/313/800/2/w/448/6861313800_2_1_1.jpg?ts=1692776632712': 'Image 1 of RELAXED-FIT TROUSERS WITH PLEATS from Zara'}]","₹3,990.00",Relaxed-fit trousers. Waistband with front pleated details. Front pockets and rear pockets with buttoned flaps. Front zip fly and button fastening.,Trousers,Men
83,PLEATED TROUSERS,https://www.zara.com/in/en/pleated-trousers-p06861336.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6861/336/800/2/w/448/6861336800_1_1_1.jpg?ts=1692181731410': 'Image 0 of PLEATED TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6861/336/800/2/w/448/6861336800_2_1_1.jpg?ts=1692181731665': 'Image 1 of PLEATED TROUSERS from Zara'}]","₹4,990.00",Straight fit trousers. Waist with front pleated details. Front pockets and rear pocket details. Turn-up hems. Front zip fly and button fastening.,Trousers,Men
84,100% WOOL SUIT TROUSERS - LIMITED EDITION,https://www.zara.com/in/en/100-wool-suit-trousers---limited-edition-p05830542.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5830/542/800/2/w/448/5830542800_1_1_1.jpg?ts=1689334797751': 'Image 0 of 100% WOOL SUIT TROUSERS - LIMITED EDITION from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5830/542/800/2/w/448/5830542800_2_1_1.jpg?ts=1689334798050': 'Image 1 of 100% WOOL SUIT TROUSERS - LIMITED EDITION from Zara'}]","₹5,990.00",Relaxed fit trousers with an elasticated waistband with front pleated details. Front pockets and rear jetted pockets. Hidden metal hook and zip fly front fastening.,Trousers,Men
85,100% WOOL SUIT TROUSERS,https://www.zara.com/in/en/100-wool-suit-trousers-p05956218.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5956/218/800/2/w/448/5956218800_1_1_1.jpg?ts=1691507789721': 'Image 0 of 100% WOOL SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5956/218/800/2/w/448/5956218800_2_1_1.jpg?ts=1691507789919': 'Image 1 of 100% WOOL SUIT TROUSERS from Zara'}]","₹5,990.00",Slim-fit trousers made of Italian wool fabric. Front pockets and back welt pockets with buttons. Hidden metal hook and zip fly fastening at the front.,Trousers,Men
86,100% WOOL SUIT TROUSERS,https://www.zara.com/in/en/100-wool-suit-trousers-p05956544.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5956/544/706/2/w/448/5956544706_1_1_1.jpg?ts=1692785577934': 'Image 0 of 100% WOOL SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5956/544/706/2/w/448/5956544706_2_1_1.jpg?ts=1692785579174': 'Image 1 of 100% WOOL SUIT TROUSERS from Zara'}]","₹5,990.00",Slim fit trousers made of Italian wool fabric. Front pockets and rear welt pockets. Front zip fly and crossover button fastening.,Trousers,Men
87,TECHNICAL TRAINING TROUSERS,https://www.zara.com/in/en/technical-training-trousers-p01698303.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1698/303/800/3/w/448/1698303800_1_1_1.jpg?ts=1693233016475': 'Image 0 of TECHNICAL TRAINING TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1698/303/800/3/w/448/1698303800_2_1_1.jpg?ts=1693233017047': 'Image 1 of TECHNICAL TRAINING TROUSERS from Zara'}]","₹3,290.00",Trousers made of lightweight and stretchy technical fabric.- Elastic waistband with drawstrings. - Front pockets with autolock zip fastening. - Hem with elasticated cuffs. - Printed logo detail.Zara Athleticz.View more,Trousers,Men
88,VISCOSE BLEND KNIT POLO SHIRT,https://www.zara.com/in/en/viscose-blend-knit-polo-shirt-p00304407.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6216/307/526/2/w/448/6216307526_1_1_1.jpg?ts=1692951291643': 'Image 0 of VISCOSE BLEND KNIT POLO SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6216/307/526/2/w/448/6216307526_2_1_1.jpg?ts=1692951291033': 'Image 1 of VISCOSE BLEND KNIT POLO SHIRT from Zara'}]","₹2,590.00",Collared knit polo shirt made of a spun viscose blend. Button-up front. Short sleeves. Ribbed trims.,Polo Shirts,Men
