ID,Product Name,Link,Product Image,Price,Details,Categories,Gender
89,STRIPED KNIT POLO SHIRT,https://www.zara.com/in/en/striped-knit-polo-shirt-p03284311.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/3284/311/401/2/w/448/3284311401_1_1_1.jpg?ts=1692951286021': 'Image 0 of STRIPED KNIT POLO SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3284/311/401/2/w/448/3284311401_2_1_1.jpg?ts=1692951291949': 'Image 1 of STRIPED KNIT POLO SHIRT from Zara'}]","₹3,290.00","Knit collared polo shirt made of spun cotton fabric. Front button fastening, long sleeves and ribbed trims.",Polo Shirts,Men
90,CONTRAST KNIT POLO SHIRT,https://www.zara.com/in/en/contrast-knit-polo-shirt-p03003306.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/3003/306/700/2/w/448/3003306700_1_1_1.jpg?ts=1690360444523': 'Image 0 of CONTRAST KNIT POLO SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3003/306/700/2/w/448/3003306700_2_1_1.jpg?ts=1690360445549': 'Image 1 of CONTRAST KNIT POLO SHIRT from Zara'}]","₹3,290.00",Collared knit polo shirt. Contrast button fastening on the front. Short sleeves. Ribbed trims.,Polo Shirts,Men
91,LYOCELL - COTTON KNIT POLO SHIRT,https://www.zara.com/in/en/lyocell---cotton-knit-polo-shirt-p05755320.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5755/320/401/2/w/448/5755320401_1_1_1.jpg?ts=1690965178757': 'Image 0 of LYOCELL - COTTON KNIT POLO SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5755/320/401/2/w/448/5755320401_2_1_1.jpg?ts=1690965180764': 'Image 1 of LYOCELL - COTTON KNIT POLO SHIRT from Zara'}]","₹3,290.00","Collared knit polo shirt made of spun lyocell, cotton and silk blend fabric. Button-up front. Short sleeves. Ribbed trims.",Polo Shirts,Men
92,KNIT POLO SHIRT WITH ZIP,https://www.zara.com/in/en/knit-polo-shirt-with-zip-p06771302.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6771/302/800/2/w/448/6771302800_1_1_1.jpg?ts=1690975861353': 'Image 0 of KNIT POLO SHIRT WITH ZIP from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6771/302/800/2/w/448/6771302800_2_1_1.jpg?ts=1690975862695': 'Image 1 of KNIT POLO SHIRT WITH ZIP from Zara'}]","₹3,290.00",Knit polo shirt made of spun cotton fabric. Collar with zip fastening. Short sleeves. Ribbed trims.,Polo Shirts,Men
93,KNIT POLO SHIRT WITH ZIP,https://www.zara.com/in/en/knit-polo-shirt-with-zip-p02632303.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2632/303/401/2/w/448/2632303401_1_1_1.jpg?ts=1692954332364': 'Image 0 of KNIT POLO SHIRT WITH ZIP from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2632/303/401/2/w/0/2632303401_2_1_1.jpg?ts=1692954330098': 'Image 1 of KNIT POLO SHIRT WITH ZIP from Zara'}]","₹3,290.00",Knit polo shirt made of spun cotton fabric. Lapel collar with zip on the front. Long sleeves. Ribbed trims.,Polo Shirts,Men
94,POLO SWEATSHIRT,https://www.zara.com/in/en/polo-sweatshirt-p00526302.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0526/302/708/2/w/448/0526302708_2_1_1.jpg?ts=1692776632508': 'Image 0 of POLO SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0526/302/708/2/w/448/0526302708_1_1_1.jpg?ts=1692776632231': 'Image 1 of POLO SWEATSHIRT from Zara'}]","₹3,290.00","Collared polo made of compact cotton fabric. Front button fastening, long sleeves and ribbed trims.",Polo Shirts,Men
95,TEXTURED CROCHET KNIT POLO SHIRT,https://www.zara.com/in/en/textured-crochet-knit-polo-shirt-p01023320.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1023/320/710/2/w/448/1023320710_1_1_1.jpg?ts=1692020568028': 'Image 0 of TEXTURED CROCHET KNIT POLO SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1023/320/710/2/w/448/1023320710_2_1_1.jpg?ts=1692020569242': 'Image 1 of TEXTURED CROCHET KNIT POLO SHIRT from Zara'}]","₹3,990.00",Knit polo shirt with an open texture. Lapel collar with front opening. Short sleeves. Ribbed trims.,Polo Shirts,Men
96,TEXTURED CROCHET KNIT POLO SHIRT,https://www.zara.com/in/en/textured-crochet-knit-polo-shirt-p03003308.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/3003/308/712/2/w/448/3003308712_1_1_1.jpg?ts=1692021898849': 'Image 0 of TEXTURED CROCHET KNIT POLO SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3003/308/712/2/w/0/3003308712_2_1_1.jpg?ts=1692021900386': 'Image 1 of TEXTURED CROCHET KNIT POLO SHIRT from Zara'}]","₹3,990.00",Knit collared polo shirt with an open texture. Front button fastening. Long sleeves. Ribbed trims.,Polo Shirts,Men
97,COLOUR BLOCK KNIT POLO SHIRT WITH PATCHES,https://www.zara.com/in/en/colour-block-knit-polo-shirt-with-patches-p03166307.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/3166/307/712/2/w/448/3166307712_1_1_1.jpg?ts=1690358713434': 'Image 0 of COLOUR BLOCK KNIT POLO SHIRT WITH PATCHES from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3166/307/712/2/w/448/3166307712_2_1_1.jpg?ts=1690358715279': 'Image 1 of COLOUR BLOCK KNIT POLO SHIRT WITH PATCHES from Zara'}]","₹3,990.00",Collared knit polo shirt in an irregular spun fabric. Button-up front. Short sleeves. Ribbed trims.,Polo Shirts,Men
98,TEXTURED POLO SHIRT,https://www.zara.com/in/en/textured-polo-shirt-p00526420.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0526/420/633/2/w/448/0526420633_1_1_1.jpg?ts=1688481986558': 'Image 0 of TEXTURED POLO SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0526/420/633/2/w/448/0526420633_2_1_1.jpg?ts=1688481987897': 'Image 1 of TEXTURED POLO SHIRT from Zara'}]","₹2,290.00",Collared polo shirt with a button-up front and short sleeves. Split hem.,Polo Shirts,Men
99,POLO SWEATSHIRT,https://www.zara.com/in/en/polo-sweatshirt-p00526330.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0526/330/066/2/w/448/0526330066_1_1_1.jpg?ts=1692022320087': 'Image 0 of POLO SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0526/330/066/2/w/0/0526330066_2_1_1.jpg?ts=1692022319806': 'Image 1 of POLO SWEATSHIRT from Zara'}]","₹3,290.00",Collared polo shirt with a buttoned front hidden by a placket. Long sleeves. Ribbed trims.,Polo Shirts,Men
100,TEXTURED KNIT POLO SHIRT,https://www.zara.com/in/en/textured-knit-polo-shirt-p09598308.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/9598/308/712/2/w/448/9598308712_1_1_1.jpg?ts=1691746949192': 'Image 0 of TEXTURED KNIT POLO SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/9598/308/712/2/w/448/9598308712_2_1_1.jpg?ts=1691746949852': 'Image 1 of TEXTURED KNIT POLO SHIRT from Zara'}]","₹3,990.00",Loose-fitting knit polo shirt made of spun linen and cotton blend fabric. Featuring a collar and front button fastening. Long sleeves. Ribbed trims.,Polo Shirts,Men
